iter	Logloss
128	0.02445838417
129	0.02421581636
130	0.02397849295
131	0.02376801798
132	0.023562555
133	0.0233180933
134	0.02312151882
135	0.02290551562
136	0.02275992014
137	0.02255006326
138	0.0223446515
139	0.02220667085
140	0.02200777166
141	0.02183279944
142	0.02164091646
143	0.02145290626
144	0.02128721757
145	0.02110773921
146	0.02092917435
147	0.02075595371
148	0.0205858676
149	0.02041882839
150	0.02026949142
151	0.0201050181
152	0.01994581731
153	0.01978691174
154	0.01963090245
155	0.01947929413
156	0.01932841267
157	0.01918020037
158	0.01904790258
159	0.01890521573
160	0.01877716475
161	0.0186502716
162	0.0185256452
163	0.01840321958
164	0.01826988093
165	0.01813731497
166	0.01800694922
167	0.01790761159
168	0.01778140574
169	0.01765532694
170	0.01753286651
171	0.01743876438
172	0.01734598201
173	0.01725449081
174	0.01713749489
175	0.01702024179
176	0.01690659403
177	0.01676960694
178	0.01663523687
179	0.01650339843
180	0.01641733906
181	0.01631196933
182	0.0162080806
183	0.01608330831
184	0.01596078308
185	0.01586176594
186	0.01576364457
187	0.01566685275
188	0.01557136257
189	0.01547714688
190	0.01538417934
191	0.01527237816
192	0.01517577925
193	0.01508603555
194	0.01499774367
195	0.01489968091
196	0.01483337808
197	0.01474844648
198	0.01466032148
199	0.01456208532
200	0.01446177035
201	0.01436307099
202	0.01430145193
203	0.0141935546
204	0.01411336357
205	0.01403414945
206	0.01392952791
207	0.01382794756
208	0.01371644298
209	0.01360719012
210	0.0135336671
211	0.01346099779
212	0.01336568191
213	0.01329486851
214	0.01320318725
215	0.01310255205
216	0.01301295555
217	0.01292487396
218	0.01283826471
219	0.01274373298
220	0.01266075124
221	0.01259726759
222	0.01250664449
223	0.01242619464
224	0.01234701674
225	0.01226039442
226	0.01217527726
227	0.01209960811
228	0.01203294809
229	0.01195128477
230	0.01187098783
231	0.01181174255
232	0.01174079364
233	0.01167930374
234	0.01161726042
235	0.01155593512
236	0.01148817063
237	0.01142900509
238	0.01136353958
239	0.01129899208
240	0.01124110257
241	0.01117810189
242	0.01111534652
243	0.01105937819
244	0.0110059086
245	0.01095111539
246	0.0108974113
247	0.01084430493
248	0.01079178505
249	0.01073911235
250	0.01068766182
251	0.01063083037
252	0.01058340009
253	0.01052722954
254	0.01047713707
255	0.01042221889
256	0.01037662778
257	0.01032285592
258	0.01027027536
259	0.01022263296
260	0.01017546754
261	0.0101287714
262	0.01008291731
263	0.01003233468
264	0.009982370204
265	0.009933484499
266	0.00988471214
267	0.009842108926
268	0.00980369871
269	0.009765829828
270	0.009722770111
271	0.009681517178
272	0.009639246339
273	0.009597372719
274	0.009561145104
275	0.009519936743
276	0.009479331807
277	0.009440148863
278	0.00940001161
279	0.009356710174
280	0.009318568299
281	0.009279655933
282	0.009240900955
283	0.00920297654
284	0.009164907469
285	0.009129621305
286	0.009088793884
287	0.00905168099
288	0.009014892644
289	0.008979562236
290	0.008939765446
291	0.008903919615
292	0.008865203732
293	0.008832177916
294	0.008797614204
295	0.008763342127
296	0.008725532442
297	0.008688465212
298	0.008651440173
299	0.008614799385
300	0.008581516652
301	0.008545859385
302	0.008513120887
303	0.008480650054
304	0.008445558131
305	0.008410819172
306	0.008382520748
307	0.008351022
308	0.008323247756
309	0.008289527493
310	0.008258710789
311	0.008229063923
312	0.008198720302
313	0.008171996521
314	0.008142062974
315	0.008113254693
316	0.008087172042
317	0.008057856435
318	0.008030471217
319	0.008003296088
320	0.00797236129
321	0.007941718355
322	0.007916801566
323	0.007888687789
324	0.007861139186
325	0.007833446153
326	0.007803881277
327	0.007779855196
328	0.00775609479
329	0.007726869124
330	0.00770086643
331	0.007674597988
332	0.007646023782
333	0.007617955353
334	0.007590138335
335	0.007562568953
336	0.007537230806
337	0.007511754457
338	0.007484547911
339	0.007460169234
340	0.007438207709
341	0.007416391932
342	0.007392046829
343	0.007365935994
344	0.007341620008
345	0.007317474798
346	0.007293498456
347	0.007272515753
348	0.007247256851
349	0.007222211627
350	0.007199151007
351	0.00717869605
352	0.007155921151
353	0.007133007942
354	0.007110250546
355	0.007086150206
356	0.007064339318
357	0.007048592528
358	0.007024940764
359	0.007010126863
360	0.006994694282
361	0.006973092446
362	0.006949770427
363	0.006928174268
364	0.006905181993
365	0.006883867
366	0.006861197272
367	0.006845873933
368	0.006830650485
369	0.006809791911
370	0.006787637147
371	0.006772700091
372	0.006759076407
373	0.006737470538
374	0.006716032644
375	0.006696115393
376	0.00668091346
377	0.006667687407
378	0.006649630827
379	0.006636562222
380	0.006617376768
381	0.006597794564
382	0.006584318354
383	0.006565313942
384	0.006548105974
385	0.006529462776
386	0.006510405323
387	0.006497931831
388	0.006479627196
389	0.006460865882
390	0.006446100434
391	0.006433284969
392	0.00642054811
393	0.006402125924
394	0.00638426744
395	0.006365447039
396	0.006346747253
397	0.006328753063
398	0.006310866797
399	0.006293162982
400	0.006274890353
401	0.006257311165
402	0.006239255685
403	0.006221313326
404	0.006204039365
405	0.006186866756
406	0.006169870507
407	0.006152889665
408	0.006135444911
409	0.006118107467
410	0.006101514528
411	0.006085051325
412	0.00606871611
413	0.006052886823
414	0.006036756074
415	0.006020495153
416	0.006004326711
417	0.005988249918
418	0.005972490873
419	0.005956851108
420	0.00594102726
421	0.005925584731
422	0.005910257509
423	0.005895044116
424	0.005879543595
425	0.005864658906
426	0.005849704351
427	0.005834859192
428	0.005820122058
429	0.005805008328
430	0.005790450704
431	0.005775997647
432	0.005761110814
433	0.005746304897
434	0.005732068553
435	0.005717924474
436	0.005703340181
437	0.005689320772
438	0.005674885313
439	0.005660527042
440	0.005646726453
441	0.005633003643
442	0.005619348433
443	0.00560526933
444	0.005591264536
445	0.005577813426
446	0.005564437002
447	0.005551124011
448	0.005537902181
449	0.00552471619
450	0.005511641787
451	0.005498094061
452	0.005485100739
453	0.005471686022
454	0.005458876874
455	0.005446071875
456	0.005433403132
457	0.005420721591
458	0.005407616481
459	0.005394578088
460	0.005382084508
461	0.005369171582
462	0.005356323864
463	0.005343540836
464	0.005331345615
465	0.005318682094
466	0.005306081843
467	0.005293544366
468	0.005281513907
469	0.005269546314
470	0.005257641008
471	0.005245836253
472	0.005234107262
473	0.005222453206
474	0.005210754478
475	0.005199221915
476	0.005187174258
477	0.005175635739
478	0.005163699405
479	0.00515227195
480	0.005140902431
481	0.005129127299
482	0.005117408869
483	0.00510628366
484	0.005095117926
485	0.005084008059
486	0.005073039826
487	0.005062139191
488	0.005051305444
489	0.005040537886
490	0.005029835828
491	0.005019198594
492	0.005007961072
493	0.004997210234
494	0.004986512193
495	0.004976065668
496	0.004965460578
497	0.004954907111
498	0.004943953447
499	0.004933496978
500	0.004922639752
501	0.004911832778
502	0.004901075689
503	0.004890368123
504	0.004880140969
505	0.004870125515
506	0.004859552215
507	0.004849027158
508	0.004839151494
509	0.004828714595
510	0.004818740642
511	0.004808998857
512	0.004799108388
513	0.004789264284
514	0.004779650727
515	0.004770092195
516	0.004760365281
517	0.004750896377
518	0.004741481161
519	0.00473186905
520	0.004722541381
521	0.004713266107
522	0.004703766483
523	0.004693888558
524	0.00468473497
525	0.004675632227
526	0.004665869626
527	0.004656149901
528	0.00464716802
529	0.004637926688
530	0.004628322389
531	0.004619456388
532	0.004610326261
533	0.004600835283
534	0.004591385393
535	0.004582666597
536	0.004573994913
537	0.004564652454
538	0.004555350119
539	0.004546468427
540	0.004537241611
541	0.004528434769
542	0.004519967516
543	0.004511229196
544	0.004502836364
545	0.004494487948
546	0.004485465436
547	0.004477192091
548	0.004468962132
549	0.004460039308
550	0.004451153951
551	0.004442305815
552	0.004434209533
553	0.004425787626
554	0.004417039338
555	0.004408686588
556	0.00440036977
557	0.004392088616
558	0.004384172559
559	0.004375953601
560	0.004368104679
561	0.004359579078
562	0.004351453011
563	0.00434369852
564	0.004335632804
565	0.004327943357
566	0.004319570718
567	0.004311947501
568	0.004303636281
569	0.004295716416
570	0.004287468997
571	0.004279962947
572	0.004271775541
573	0.004263973027
574	0.004255847994
575	0.004248456394
576	0.004241101262
577	0.004233782295
578	0.004225767558
579	0.004218509968
580	0.004210114125
581	0.004201757221
582	0.004194584022
583	0.004186290041
584	0.004178034237
585	0.004170943909
586	0.004163887755
587	0.004156127488
588	0.004147987065
589	0.004141012393
590	0.004133336345
591	0.004126418735
592	0.004118391179
593	0.00411152929
594	0.004104699857
595	0.004097902621
596	0.004090379095
597	0.004083636688
598	0.004076925811
599	0.004069075253
600	0.0040612599
601	0.004053867301
602	0.004046114788
603	0.004039522663
604	0.004031826064
605	0.004024539107
606	0.004016903894
607	0.004009302345
608	0.004002097266
609	0.003995642104
610	0.003988485653
611	0.003981356201
612	0.003974253587
613	0.003967177653
614	0.00395976229
615	0.003953440964
616	0.003946438198
617	0.003939100813
618	0.003932848503
619	0.003925917757
620	0.003919713785
621	0.003912472688
622	0.00390631595
623	0.003900186694
624	0.003894084715
625	0.003887284131
626	0.003881228703
627	0.003874119815
628	0.003867388074
629	0.003861397328
630	0.003854361539
631	0.003847697583
632	0.003841057903
633	0.003834442358
634	0.003827850811
635	0.003821283125
636	0.003815430532
637	0.003808904991
638	0.003802058241
639	0.003796267095
640	0.003789806238
641	0.003783368535
642	0.003777638287
643	0.003771932629
644	0.003765553519
645	0.003759889872
646	0.003753209177
647	0.003746556089
648	0.003740261564
649	0.003733657842
650	0.003728086306
651	0.003722538325
652	0.003715994968
653	0.003709478332
654	0.003702988231
655	0.003697512849
656	0.003691065335
657	0.003684951179
658	0.003678550728
659	0.003672478796
660	0.003666427978
661	0.003661056741
662	0.003654739226
663	0.003648446988
664	0.00364312931
665	0.003637833598
666	0.003631597408
667	0.003625385991
668	0.003620142689
669	0.00361492088
670	0.003609051208
671	0.003602914412
672	0.003597744335
673	0.003591646586
674	0.003585851423
675	0.003580732304
676	0.003574971945
677	0.003569888522
678	0.003563882394
679	0.003557899669
680	0.003552211729
681	0.003546542962
682	0.003540893266
683	0.003534989916
684	0.003529109342
685	0.003524147238
686	0.003519204906
687	0.003514282214
688	0.003508731397
689	0.003503842351
690	0.00349832411
691	0.003492557657
692	0.003487715455
693	0.003481984494
694	0.003476275323
695	0.003471478903
696	0.003466059887
697	0.003460658714
698	0.003455019379
699	0.003450281957
700	0.003444929305
701	0.003439341438
702	0.003434023398
703	0.003429343882
704	0.003424682429
705	0.003420038922
706	0.003415413246
707	0.003410805286
708	0.003406428043
709	0.003401848209
710	0.00339749589
711	0.003393157891
712	0.003387975259
713	0.00338280934
714	0.003377660049
715	0.003373156125
716	0.003368881974
717	0.003363774664
718	0.003359527341
719	0.003355072963
720	0.003350849427
721	0.00334642174
722	0.00334201064
723	0.003336981758
724	0.003331968859
725	0.003327598204
726	0.003323442961
727	0.003319098229
728	0.003314965952
729	0.003310646902
730	0.003305710132
731	0.003301612856
732	0.003297330849
733	0.00329325603
734	0.003288999131
735	0.003284125216
736	0.003280084647
737	0.00327523794
738	0.003271222025
739	0.003267021811
740	0.003263027655
741	0.003258230881
742	0.003253449013
743	0.003249490705
744	0.00324554476
745	0.003241611114
746	0.003235819036
747	0.003230053392
748	0.003224313961
749	0.003220432605
750	0.00321473234
751	0.003210876089
752	0.003206820571
753	0.00320298478
754	0.00319734938
755	0.003193538235
756	0.003187940869
757	0.003183943002
758	0.003178383488
759	0.00317284865
760	0.003168890573
761	0.003163392873
762	0.003159461382
763	0.003154000395
764	0.00315028848
765	0.003144863654
766	0.003139462495
767	0.003135590024
768	0.003131731065
769	0.00312788554
770	0.003124053371
771	0.003120408864
772	0.003115091406
773	0.003111469637
774	0.003107858653
775	0.003102587597
776	0.003098815835
777	0.003095234971
778	0.003091483855
779	0.003087921233
780	0.00308271908
781	0.003077539084
782	0.003073831361
783	0.003070136267
784	0.003066621953
785	0.003063117936
786	0.003059624166
787	0.003055963867
788	0.003052487647
789	0.003048847052
790	0.003045388238
791	0.003040330622
792	0.003036720539
793	0.003031695056
794	0.003026690576
795	0.003023281541
796	0.003018308608
797	0.003013957127
798	0.003009018596
799	0.003004100455
800	0.003000571727
801	0.002995684293
802	0.002990816889
803	0.00298654299
804	0.002981708822
805	0.00297823129
806	0.00297342698
807	0.002969202261
808	0.002965754636
809	0.002962318305
810	0.002958893208
811	0.002955479283
812	0.00295207647
813	0.002947906807
814	0.002943750949
815	0.00293960882
816	0.002936241225
817	0.002931567451
818	0.002927459628
819	0.002923365284
820	0.002919284343
821	0.002915216729
822	0.002911901179
823	0.002907854606
824	0.00290382118
825	0.002899800827
826	0.002895242011
827	0.002891246821
828	0.002887264504
829	0.002884007336
830	0.002879499867
831	0.002875549867
832	0.002871071947
833	0.002866611512
834	0.002862168438
835	0.002858965567
836	0.002854548707
837	0.002850148919
838	0.002846973967
839	0.002843109732
840	0.002838747173
841	0.002834401339
842	0.002830572083
843	0.002826754903
844	0.002822448159
845	0.002819330861
846	0.002816223256
847	0.002812443414
848	0.00280867541
849	0.002805591482
850	0.002801842229
851	0.002798104658
852	0.002794378709
853	0.00279132507
854	0.002787123229
855	0.002784087273
856	0.002780397317
857	0.00277737745
858	0.002773218481
859	0.002769075047
860	0.002765424392
861	0.002762436677
862	0.002758803886
863	0.002754704809
864	0.00275062091
865	0.002747019941
866	0.002744070378
867	0.002740019675
868	0.002735983854
869	0.00273305882
870	0.002729045532
871	0.002726137004
872	0.002722596784
873	0.002719703338
874	0.002716818534
875	0.002713301694
876	0.002709345808
877	0.002706483429
878	0.002702993301
879	0.00270014564
880	0.002696228791
881	0.002692765066
882	0.002688871992
883	0.002684992893
884	0.002681558735
885	0.0026787538
886	0.002675957104
887	0.00267211588
888	0.002669334572
889	0.002665514177
890	0.002661707337
891	0.002658329641
892	0.002654545543
893	0.002650774783
894	0.002648035768
895	0.00264530469
896	0.002642581511
897	0.002639866194
898	0.002636136365
899	0.002632419574
900	0.002629725744
901	0.002626423587
902	0.002623743191
903	0.002621070463
904	0.002617395795
905	0.002613733864
906	0.002610084589
907	0.002606447895
908	0.002603201998
909	0.002600568988
910	0.002597943436
911	0.002594718035
912	0.002592105407
913	0.002588894828
914	0.002586295028
915	0.00258370254
916	0.002581117331
917	0.002577932283
918	0.002574381112
919	0.002571213678
920	0.002568055332
921	0.002564533
922	0.002561392033
923	0.002557889911
924	0.002554766171
925	0.002551651317
926	0.002548177404
927	0.002545656144
928	0.002542200001
929	0.002539691814
930	0.002537190553
931	0.002533758068
932	0.002531269714
933	0.0025287882
934	0.002525732114
935	0.002523262465
936	0.002519867229
937	0.002516483245
938	0.002513110447
939	0.002510665168
940	0.002507309307
941	0.002503964477
942	0.002500630614
943	0.002497307654
944	0.00249489205
945	0.002491913947
946	0.002488944135
947	0.002486544784
948	0.00248358806
949	0.002480639531
950	0.00247769916
951	0.002474766906
952	0.002472393188
953	0.002469473765
954	0.002466231061
955	0.002463873956
956	0.0024606472
957	0.0024577552
958	0.002454871112
959	0.002451669273
960	0.002449338671
961	0.002446152471
962	0.002443295298
963	0.002440126413
964	0.002436967605
965	0.002434663797
966	0.002432366072
967	0.002430074404
968	0.002427788767
969	0.002424661005
970	0.002422386581
971	0.002419273878
972	0.002417010577
973	0.002413912814
974	0.002411125472
975	0.002408345627
976	0.002406102158
977	0.002403334152
978	0.002400271718
979	0.002397218836
980	0.002394471787
981	0.002391435128
982	0.002389221218
983	0.002386492486
984	0.002383476864
985	0.002380470559
986	0.002377473521
987	0.002374485699
988	0.002371507044
989	0.002368537508
990	0.002365855386
991	0.002363180334
992	0.002360512321
993	0.002358350191
994	0.002355693323
995	0.00235354084
996	0.002350615549
997	0.00234797609
998	0.002345343523
999	0.00234243969
